data_concerto,ora_concerto,nome_ambiente,indirizzo_ambiente,nome_citta,cap_citta,gruppo
2020-03-01,23:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Okey Dietrich
2024-09-08,19:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Harmon Walter
2024-09-02,18:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Camden Schiller
2017-02-17,18:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Keira Wisozk
2018-11-11,21:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Okey Dietrich
2019-04-28,21:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Alexandra Yundt
2022-11-02,21:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Tate Denesik
2025-06-20,21:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Vincenza Quigley
2022-03-20,21:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Patrick Rutherford
2020-07-03,22:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Vallie Hayes
2024-02-26,19:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Maximilian Rice
2020-03-29,18:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Turner Lebsack
2023-08-06,22:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Keira Wisozk
2019-04-15,22:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Turner Lebsack
2017-02-24,18:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Amelia Cruickshank
2015-12-10,20:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Lexus Cole
2022-05-06,22:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Dessie Daugherty
2020-03-19,19:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Micaela Stark
2020-05-28,19:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Harmon Walter
2020-02-23,22:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Elliot Mertz
2021-08-10,21:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Forest Bins
2020-09-19,19:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Brittany Morissette
2022-03-07,20:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Harmon Walter
2021-05-14,23:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Gwen Turcotte
