data_concerto,ora_concerto,nome_ambiente,indirizzo_ambiente,nome_citta,cap_citta,artista
2022-12-25,21:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Belle Mante
2025-04-05,18:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Eva Stehr
2018-04-08,18:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Tommie Reynolds
2025-03-02,20:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Arden Carter
2019-04-04,22:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Jazlyn Little
2019-02-11,19:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Mike Herman
2018-06-20,22:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Geovanny Bayer
2015-12-14,19:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Akeem Blanda
2022-01-07,21:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Deven Ferry
2017-12-01,21:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Tomasa Waters
2019-01-31,21:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Keagan Mann
2017-09-15,23:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Taylor Hessel
2023-11-19,18:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Ima Hilpert
2016-09-30,22:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Tyreek Padberg
2020-04-01,20:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Sammie Dicki
2023-08-11,22:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Akeem Blanda
2019-03-03,19:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Shanny Konopelski
2021-01-31,21:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Ernesto Zboncak
2018-09-16,19:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Akeem Blanda
2019-11-14,18:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Christelle Bogan
2016-12-14,20:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Eva Stehr
2024-12-05,19:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Kian Cremin
2024-12-17,22:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Torrance Howell
2019-06-28,20:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Beau Vandervort
